Date,Open,High,Low,Close,Adj Close,Volume,Log_Return,Return_Label
1981-05-15,0.122768,0.124442,0.122768,0.122768,0.095532,4905600,0.02298800279420672,1
1981-05-18,0.125,0.126116,0.125,0.125,0.097269,4166400,0.01801734186699175,1
1981-05-19,0.123326,0.123326,0.122768,0.122768,0.095532,25424000,-0.018017341866991686,-1
1981-05-20,0.126674,0.12779,0.126674,0.126674,0.098571,13283200,0.03132046167801898,1
1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104217,32211200,0.05569295167080409,1
1981-05-22,0.140067,0.141183,0.140067,0.140067,0.108993,31427200,0.04481107077495979,1
1981-05-26,0.140067,0.140067,0.139509,0.139509,0.108559,85344000,-0.003991764249715715,0
1981-05-27,0.147321,0.147879,0.147321,0.147321,0.114638,149497600,0.05448476418906029,1
1981-05-28,0.147321,0.147879,0.147321,0.147321,0.114638,73987200,0.0,0
1981-05-29,0.147879,0.148438,0.147879,0.147879,0.115072,59382400,0.00378049230747639,0
1981-06-01,0.147879,0.148438,0.147879,0.147879,0.115072,51251200,0.0,0
1981-06-02,0.141183,0.141183,0.140625,0.140625,0.109427,40432000,-0.05029759884722883,-1
1981-06-03,0.140625,0.141741,0.140625,0.140625,0.109427,39446400,0.0,0
1981-06-04,0.143415,0.143973,0.143415,0.143415,0.111598,56067200,0.0196457522468344,1
1981-06-05,0.141741,0.141741,0.141183,0.141183,0.109861,57680000,-0.015685603995196407,-1
1981-06-08,0.136719,0.136719,0.136161,0.136161,0.105953,93497600,-0.03621891211140533,-1
1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108124,119593600,0.02028334389709161,1
1981-06-10,0.140625,0.142299,0.140625,0.140625,0.109427,25222400,0.01197541996267575,1
1981-06-11,0.146763,0.147321,0.146763,0.146763,0.114203,38976000,0.042722267856675065,1
1981-06-12,0.145647,0.145647,0.145089,0.145089,0.112901,25804800,-0.011471693585278763,-1
1981-06-15,0.145089,0.145089,0.144531,0.144531,0.112467,143763200,-0.003853329814507514,0
1981-06-16,0.142299,0.142299,0.141741,0.141741,0.110296,37251200,-0.019492568886910235,-1
1981-06-17,0.140067,0.140067,0.139509,0.139509,0.108559,27574400,-0.015872333219286463,-1
1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108124,23049600,-0.004007762313367714,0
1981-06-19,0.135603,0.135603,0.135045,0.135045,0.105085,27507200,-0.02851329676745904,-1
1981-06-22,0.13058,0.13058,0.130022,0.130022,0.101176,10841600,-0.037904389321647865,-1
1981-06-23,0.132254,0.133371,0.132254,0.132254,0.102913,15030400,0.01702064912080546,1
1981-06-24,0.130022,0.130022,0.128906,0.128906,0.100308,23027200,-0.025640859454472646,-1
1981-06-25,0.131696,0.132254,0.131696,0.131696,0.102479,24259200,0.021412779657053477,1
1981-06-26,0.131138,0.131138,0.130022,0.130022,0.101176,23788800,-0.012792569323386386,-1
1981-06-29,0.126674,0.126674,0.125558,0.125558,0.097703,10595200,-0.034935863699705354,-1
1981-06-30,0.116629,0.116629,0.116071,0.116071,0.09032,35907200,-0.07856573037312625,-1
1981-07-01,0.115513,0.115513,0.114955,0.114955,0.089452,170464000,-0.009661325398170505,0
1981-07-02,0.114955,0.115513,0.114955,0.114955,0.089452,30284800,0.0,0
1981-07-06,0.112165,0.112165,0.111049,0.111049,0.086413,16531200,-0.034569202088732216,-1
1981-07-07,0.112165,0.113281,0.112165,0.112165,0.087281,15836800,0.009999456118101251,0
1981-07-08,0.116629,0.117188,0.116629,0.116629,0.090755,16620800,0.03902695507763595,1
1981-07-09,0.108259,0.108259,0.107701,0.107701,0.083807,32883200,-0.07963908737259968,-1
1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077294,55171200,-0.0809112289430403,-1
1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079031,45740800,0.022231655361596752,1
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.082505,19779200,0.04301448306947519,1
1981-07-15,0.108817,0.109375,0.108817,0.108817,0.084676,10953600,0.025973793557745685,1
1981-07-16,0.111607,0.112723,0.111607,0.111607,0.086847,15232000,0.02531619977839637,1
1981-07-17,0.115513,0.116071,0.115513,0.115513,0.089886,19824000,0.03439930574618475,1
1981-07-20,0.108259,0.108259,0.107701,0.107701,0.083807,23654400,-0.07002420857035864,-1
1981-07-21,0.107701,0.107701,0.107143,0.107143,0.083373,31942400,-0.005194478362817632,0
1981-07-22,0.102121,0.102121,0.101004,0.101004,0.078596,22668800,-0.059004270790048,-1
1981-07-23,0.103795,0.104353,0.103795,0.103795,0.080768,34451200,0.027257679997318585,1
1981-07-24,0.107143,0.107701,0.107143,0.107143,0.083373,28851200,0.03174659079272947,1
1981-07-27,0.111607,0.112165,0.111607,0.111607,0.086847,17337600,0.040819381186991396,1
1981-07-28,0.108259,0.108259,0.107701,0.107701,0.083807,22848000,-0.03562490282417382,-1
1981-07-29,0.106585,0.106585,0.106027,0.106027,0.082505,15500800,-0.015665090511968224,-1
1981-07-30,0.109933,0.111049,0.109933,0.109933,0.085544,9900800,0.03617731065376393,1
1981-07-31,0.111607,0.112165,0.111607,0.111607,0.086847,10953600,0.015112682682378212,1
1981-08-03,0.111607,0.111607,0.110491,0.110491,0.085978,12432000,-0.01004970231753764,-1
1981-08-04,0.112165,0.112723,0.112165,0.112165,0.087281,31673600,0.015036931788327637,1
1981-08-05,0.115513,0.116071,0.115513,0.115513,0.089886,17494400,0.02941207627539474,1
1981-08-06,0.113281,0.113281,0.112723,0.112723,0.087715,10528000,-0.02444959588410338,-1
1981-08-07,0.112723,0.113281,0.112723,0.112723,0.087715,9206400,0.0,0
1981-08-10,0.112723,0.112723,0.112723,0.112723,0.087715,0,0.0,0
1981-08-11,0.110491,0.110491,0.109375,0.109375,0.08511,71456000,-0.03015113717878165,-1
1981-08-12,0.107701,0.107701,0.107143,0.107143,0.083373,26275200,-0.020617953870291264,-1
1981-08-13,0.104353,0.104353,0.103795,0.103795,0.080768,27484800,-0.03174659079272942,-1
1981-08-14,0.103237,0.103237,0.102121,0.102121,0.079465,24192000,-0.01625941528832315,-1
1981-08-17,0.099888,0.099888,0.098772,0.098772,0.076859,18905600,-0.03334422094792734,-1
1981-08-18,0.097656,0.097656,0.09654,0.09654,0.075122,17001600,-0.0228567335461604,-1
1981-08-19,0.09654,0.09654,0.095424,0.095424,0.074254,20675200,-0.01162731109007363,-1
1981-08-20,0.09654,0.097098,0.09654,0.09654,0.075122,17113600,0.011627311090073703,1
1981-08-21,0.09096,0.09096,0.089844,0.089844,0.069912,41910400,-0.07188259719579844,-1
1981-08-24,0.084821,0.084821,0.084263,0.084263,0.065569,23072000,-0.06413197303688672,-1
1981-08-25,0.086496,0.087054,0.086496,0.086496,0.067307,40700800,0.02615531009437538,1
1981-08-26,0.085379,0.085379,0.084821,0.084821,0.066003,33600000,-0.019555016444843098,-1
1981-08-27,0.085379,0.085938,0.085379,0.085379,0.066438,25916800,0.006557015267220507,0
1981-08-28,0.089844,0.090402,0.089844,0.089844,0.069912,38035200,0.050974664120133836,1
1981-08-31,0.089844,0.090402,0.089844,0.089844,0.069912,40947200,0.0,0
1981-09-01,0.095424,0.095982,0.095424,0.095424,0.074254,37027200,0.06025528610572486,1
1981-09-02,0.097098,0.097656,0.097098,0.097098,0.075557,19376000,0.01739065862053017,1
1981-09-03,0.093192,0.093192,0.092076,0.092076,0.071649,37475200,-0.053106454779274816,-1
1981-09-04,0.091518,0.091518,0.09096,0.09096,0.07078,15254400,-0.012194473541247926,-1
1981-09-08,0.088728,0.088728,0.08817,0.08817,0.068609,25446400,-0.031153080343344897,-1
1981-09-09,0.08817,0.088728,0.08817,0.08817,0.068609,30531200,0.0,0
1981-09-10,0.088728,0.089286,0.088728,0.088728,0.069044,34809600,0.006308741203504755,0
1981-09-11,0.08817,0.08817,0.087612,0.087612,0.068175,17539200,-0.012657535440491512,-1
1981-09-14,0.085379,0.085379,0.084821,0.084821,0.066003,27686400,-0.03237482121275489,-1
1981-09-15,0.083147,0.083147,0.082589,0.082589,0.064267,19510400,-0.02666665390326119,-1
1981-09-16,0.081473,0.081473,0.080915,0.080915,0.062964,19353600,-0.020477278777084128,-1
1981-09-17,0.079241,0.079241,0.078683,0.078683,0.061227,19376000,-0.02797209904423146,-1
1981-09-18,0.079241,0.079799,0.079241,0.079241,0.061661,26320000,0.007066719715047741,0
1981-09-21,0.079799,0.080357,0.079799,0.079799,0.062095,49033600,0.007017131409259325,0
1981-09-22,0.075893,0.075893,0.075335,0.075335,0.058622,47420800,-0.05756613879567277,-1
1981-09-23,0.074777,0.074777,0.073661,0.073661,0.057319,28201600,-0.02247134743926332,-1
1981-09-24,0.073661,0.073661,0.073103,0.073103,0.056885,18300800,-0.007604081228677263,0
1981-09-25,0.064732,0.064732,0.063616,0.063616,0.049503,34608000,-0.1390043945512022,-1
1981-09-28,0.064174,0.064732,0.064174,0.064174,0.049937,91728000,0.008733133209791168,0
1981-09-29,0.067522,0.06808,0.067522,0.067522,0.052542,94684800,0.05085532645819323,1
1981-09-30,0.06808,0.068638,0.06808,0.06808,0.052976,49996800,0.008230013563025409,0
1981-10-01,0.06808,0.068638,0.06808,0.06808,0.052976,61129600,0.0,0
1981-10-02,0.073661,0.074219,0.073661,0.073661,0.057319,45046400,0.07879000254886982,1
1981-10-05,0.075893,0.077009,0.075893,0.075893,0.059056,43097600,0.02985096672049435,1
1981-10-06,0.075893,0.075893,0.075335,0.075335,0.058622,28358400,-0.007379619281231106,0
1981-10-07,0.079799,0.080915,0.079799,0.079799,0.062095,38841600,0.057566138795672794,1
1981-10-08,0.082589,0.083147,0.082589,0.082589,0.064267,31091200,0.034365526697008444,1
1981-10-09,0.083147,0.084263,0.083147,0.083147,0.064701,54521600,0.006733625867503341,0
1981-10-12,0.085938,0.086496,0.085938,0.085938,0.066873,27350400,0.03301598041234686,1
1981-10-13,0.085938,0.087054,0.085938,0.085938,0.066873,44195200,0.0,0
1981-10-14,0.081473,0.081473,0.080915,0.080915,0.062964,30979200,-0.06022688505693428,-1
1981-10-15,0.082589,0.083147,0.082589,0.082589,0.064267,29433600,0.0204772787770842,1
1981-10-16,0.082031,0.082031,0.081473,0.081473,0.063398,36467200,-0.013604822730780227,-1
1981-10-19,0.083147,0.083705,0.083147,0.083147,0.064701,20585600,0.020338448598283643,1
1981-10-20,0.087612,0.08817,0.087612,0.087612,0.068175,35728000,0.052307849248512825,1
1981-10-21,0.087612,0.08817,0.087612,0.087612,0.068175,76899200,0.0,0
1981-10-22,0.087612,0.087612,0.087054,0.087054,0.067741,32278400,-0.006389359100345759,0
1981-10-23,0.085379,0.085379,0.084821,0.084821,0.066003,27910400,-0.02598546211240907,-1
1981-10-26,0.084821,0.085379,0.084821,0.084821,0.066003,27283200,0.0,0
1981-10-27,0.086496,0.087612,0.086496,0.086496,0.067307,85590400,0.019555016444843018,1
1981-10-28,0.089286,0.089844,0.089286,0.089286,0.069478,44172800,0.03174653058193119,1
1981-10-29,0.088728,0.088728,0.08817,0.08817,0.068609,30486400,-0.012577931577032563,-1
1981-10-30,0.089286,0.089844,0.089286,0.089286,0.069478,52729600,0.012577931577032648,1
1981-11-02,0.089286,0.089844,0.089286,0.089286,0.069478,36915200,0.0,0
1981-11-03,0.088728,0.088728,0.08817,0.08817,0.068609,28380800,-0.012577931577032563,-1
1981-11-04,0.086496,0.086496,0.085938,0.085938,0.066873,23811200,-0.02564066307315264,-1
1981-11-05,0.080357,0.080357,0.079799,0.079799,0.062095,23363200,-0.07411513297685865,-1
1981-11-06,0.080357,0.080915,0.080357,0.080357,0.06253,24595200,0.006968234194979434,0
1981-11-09,0.081473,0.082031,0.081473,0.081473,0.063398,20384000,0.0137924697712487,1
1981-11-10,0.082031,0.082589,0.082031,0.082031,0.063832,16755200,0.006825547587153294,0
1981-11-11,0.084263,0.084821,0.084263,0.084263,0.065569,27440000,0.02684563539735574,1
1981-11-12,0.087054,0.087612,0.087054,0.087054,0.067741,39916800,0.03258575576194144,1
1981-11-13,0.081473,0.081473,0.080915,0.080915,0.062964,21011200,-0.07312939479275439,-1
1981-11-16,0.080357,0.080357,0.079799,0.079799,0.062095,22556800,-0.013888247919924346,-1
1981-11-17,0.081473,0.082031,0.081473,0.081473,0.063398,35414400,0.020760703966228134,1
1981-11-18,0.084263,0.084821,0.084263,0.084263,0.065569,29142400,0.03367118298450915,1
1981-11-19,0.084263,0.084821,0.084263,0.084263,0.065569,40006400,0.0,0
1981-11-20,0.084821,0.085379,0.084821,0.084821,0.066003,38102400,0.006600293649532334,0
1981-11-23,0.082031,0.082031,0.080915,0.080915,0.062964,22960000,-0.04714393268034525,-1
1981-11-24,0.080915,0.080915,0.080357,0.080357,0.06253,22153600,-0.006920013724944891,0
1981-11-25,0.082031,0.082589,0.082031,0.082031,0.063832,52550400,0.020618017358402158,1
1981-11-27,0.084263,0.084821,0.084263,0.084263,0.065569,37251200,0.02684563539735574,1
1981-11-30,0.083705,0.083705,0.083147,0.083147,0.064701,23968000,-0.013332734386225457,-1
1981-12-01,0.083147,0.083705,0.083147,0.083147,0.064701,23385600,0.0,0
1981-12-02,0.083705,0.084263,0.083705,0.083705,0.065135,37564800,0.006688587254311969,0
1981-12-03,0.083147,0.083147,0.082589,0.082589,0.064267,20428800,-0.013422213121815206,-1
1981-12-04,0.084821,0.085379,0.084821,0.084821,0.066003,137155200,0.026666653903261197,1
1981-12-07,0.085379,0.085938,0.085379,0.085379,0.066438,59292800,0.006557015267220507,0
1981-12-08,0.084821,0.084821,0.083705,0.083705,0.065135,50624000,-0.01980145604866632,-1
1981-12-09,0.084263,0.084821,0.084263,0.084263,0.065569,34272000,0.0066441471319136055,0
1981-12-10,0.084263,0.084821,0.084263,0.084263,0.065569,37408000,0.0,0
1981-12-11,0.084263,0.084821,0.083705,0.083705,0.065135,76092800,-0.006644147131913606,0
1981-12-14,0.082031,0.082031,0.080915,0.080915,0.062964,25244800,-0.03389949189889938,-1
1981-12-15,0.083147,0.083705,0.083147,0.083147,0.064701,31315200,0.027210904644587492,1
1981-12-16,0.087054,0.087612,0.087054,0.087054,0.067741,65452800,0.04591849014816705,1
1981-12-17,0.094308,0.094866,0.094308,0.094308,0.073386,51452800,0.08003740591043508,1
1981-12-18,0.102121,0.102679,0.102121,0.102121,0.079465,71724800,0.07959236305439649,1
1981-12-21,0.098214,0.098214,0.097656,0.097656,0.075991,56403200,-0.04470728535893597,-1
1981-12-22,0.09933,0.099888,0.09933,0.09933,0.077294,53827200,0.01699654085976592,1
1981-12-23,0.097656,0.097656,0.097098,0.097098,0.075557,28896000,-0.022726862464461203,-1
1981-12-24,0.097656,0.098214,0.097656,0.097656,0.075991,28918400,0.005730321604695261,0
1981-12-28,0.094308,0.094308,0.093192,0.093192,0.072517,36579200,-0.0467892182700227,-1
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.07382,24236800,0.017803488458587216,1
1981-12-30,0.098772,0.09933,0.098772,0.098772,0.076859,32188800,0.040348794222444084,1
1981-12-31,0.098772,0.09933,0.098772,0.098772,0.076859,54656000,0.0,0
1982-01-04,0.098772,0.098772,0.098214,0.098214,0.076425,71254400,-0.005665392388234688,0
1982-01-05,0.094308,0.094308,0.093192,0.093192,0.072517,35840000,-0.05248689029279668,-1
1982-01-06,0.092634,0.092634,0.092076,0.092076,0.071649,66080000,-0.012047558113947266,-1
1982-01-07,0.085938,0.085938,0.084821,0.084821,0.066003,70044800,-0.08207116933433445,-1
1982-01-08,0.088728,0.089286,0.088728,0.088728,0.069044,56604800,0.0450323566532464,1
1982-01-11,0.083705,0.083705,0.083147,0.083147,0.064701,33331200,-0.06496538468900435,-1
1982-01-12,0.080915,0.080915,0.080357,0.080357,0.06253,59920000,-0.034130918369532304,-1
1982-01-13,0.080357,0.080357,0.079799,0.079799,0.062095,41753600,-0.006968234194979322,0
1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065135,25715200,0.047787739818823595,1
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.069478,46704000,0.06454598780822018,1
1982-01-18,0.09096,0.092076,0.09096,0.09096,0.07078,28000000,0.018575148766312447,1
1982-01-19,0.089844,0.089844,0.088728,0.088728,0.069044,55507200,-0.024844339139840098,-1
1982-01-20,0.090402,0.09096,0.090402,0.090402,0.070346,25827200,0.018690880744765753,1
1982-01-21,0.092076,0.092634,0.092076,0.092076,0.071649,33331200,0.018347931936322233,1
1982-01-22,0.092634,0.093192,0.092634,0.092634,0.072083,24259200,0.006041921904315869,0
1982-01-25,0.090402,0.090402,0.089844,0.089844,0.069912,44710400,-0.030581411851296068,-1
1982-01-26,0.087612,0.087612,0.086496,0.086496,0.067307,21212800,-0.03797666294251121,-1
1982-01-27,0.087054,0.08817,0.087054,0.087054,0.067741,31360000,0.006430445667566009,0
1982-01-28,0.089844,0.090402,0.089844,0.089844,0.069912,39603200,0.03154621727494517,1
1982-01-29,0.09096,0.091518,0.09096,0.09096,0.07078,53155200,0.01234501640573215,1
1982-02-01,0.09096,0.09096,0.089844,0.089844,0.069912,38528000,-0.01234501640573223,-1
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.070346,54275200,0.006191558010658044,0
1982-02-03,0.090402,0.09096,0.090402,0.090402,0.070346,31472000,0.0,0
1982-02-04,0.088728,0.088728,0.08817,0.08817,0.068609,22041600,-0.024999621948270677,-1
1982-02-05,0.08817,0.088728,0.08817,0.08817,0.068609,40297600,0.0,0
1982-02-08,0.083147,0.083147,0.082589,0.082589,0.064267,31696000,-0.06539026935300284,-1
1982-02-09,0.082589,0.083147,0.082589,0.082589,0.064267,57904000,0.0,0
1982-02-10,0.083705,0.084263,0.083705,0.083705,0.065135,38796800,0.013422213121815286,1
1982-02-11,0.083147,0.083147,0.082589,0.082589,0.064267,24528000,-0.013422213121815206,-1
1982-02-12,0.083705,0.084263,0.083705,0.083705,0.065135,19644800,0.013422213121815286,1
1982-02-16,0.082589,0.082589,0.082031,0.082031,0.063832,34316800,-0.020201488265442144,-1
1982-02-17,0.083147,0.083705,0.083147,0.083147,0.064701,25580800,0.01351290101113018,1
1982-02-18,0.084263,0.084821,0.084263,0.084263,0.065569,28380800,0.013332734386225583,1
1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065135,13596800,-0.006644147131913606,0
1982-02-22,0.083147,0.083147,0.082589,0.082589,0.064267,26633600,-0.013422213121815206,-1
1982-02-23,0.082031,0.082031,0.081473,0.081473,0.063398,34540800,-0.013604822730780227,-1
1982-02-24,0.082031,0.082589,0.082031,0.082031,0.063832,37945600,0.006825547587153294,0
1982-02-25,0.082031,0.082031,0.081473,0.081473,0.063398,30800000,-0.00682554758715343,0
1982-02-26,0.081473,0.082031,0.081473,0.081473,0.063398,17427200,0.0,0
1982-03-01,0.082031,0.082589,0.082031,0.082031,0.063832,35302400,0.006825547587153294,0
1982-03-02,0.082031,0.082589,0.082031,0.082031,0.063832,34809600,0.0,0
